plot_index,anger,depressed,disappointment,disgust,embarrassment,fear,grief,hopeless,joy,lonely,nervousness,neutral,remorse,sadness,suicidal,surprise
"(MOR)
morphology-nouns",27.351821729032253,17.40472759659091,18.514073606092808,19.775035196911194,18.008552547945207,22.6060979375,20.712314619565216,20.531407225981052,17.36562306306306,16.35459619242579,17.984329497206705,24.8625703871352,16.750645838926175,32.04795879499217,22.73608420496566,20.0
"(STY)
corpus-titlecase",10.172024903225806,11.505258886363636,17.055126252213956,17.624580833976832,15.709087794520547,13.227393617187499,16.503852336956523,12.402547266576455,16.82094171171171,11.261603022859092,16.04584689944134,20.748871140559856,17.93637691275168,10.996628716744912,12.585911706286318,14.444443333333334
"(MOR)
morphology-nouns-common",21.47183830967742,14.396401071022728,15.264041268154447,16.21233744401544,15.684820698630135,19.105465820312496,17.38811679347826,15.885318227334235,15.185995675675676,13.406220409416584,15.28903086592179,17.051110095294817,13.886850453020134,24.03914455399061,17.801046587427365,20.0
"(STY)
corpus-words-with-4ltr",9.441032322580645,10.570449917613637,11.345208777895856,12.155113150579151,10.714988753424658,10.001426218750002,10.323311141304348,10.277411339648173,12.666968288288286,14.296972763561923,10.878160027932962,11.070012236450268,10.023191845637584,8.17555572769953,9.213362321711568,5.26316
"(MOR)
affixes-prefixes",21.32768433548387,22.83521026704545,21.018232352107688,19.88895203088803,20.4662102739726,21.9906075,18.558583532608694,22.591022232746955,21.01497981981982,24.469050897304676,23.70960371508379,16.282771474091724,18.949818322147653,21.03105414710485,19.330614469096673,27.192979999999995
"(LEX)
social-cognitive",2.199304580645161,3.2120346818181815,3.3413444279135676,2.6889321544401543,3.328446506849315,2.669865421875,2.802324184782609,3.994272368064953,2.9369529729729726,3.3892542511088366,3.3266649720670385,2.4084766378796902,4.226477130872483,1.7639113771517996,2.8795126809297407,3.2163733333333333
"(MOR)
morphology-verbs-inflection-irregular",8.423271329032259,11.11844128409091,9.962325837761247,8.627636965250964,10.206500835616438,9.180892609375,9.14127054347826,9.917160920162381,11.538641261261262,11.253556577959738,11.348377681564244,7.823168049434187,12.229808137583893,7.438547840375587,7.980360187533016,1.7543866666666668
"(PSY)
processes",7.822312425806452,8.73777465340909,8.69804261424017,9.76394166023166,8.56916124657534,9.353313039062499,9.392936956521739,8.705310189445196,8.674463243243244,9.50610383145684,8.706377094972067,6.778258549731983,9.212358003355705,7.187832519561815,8.544721148969888,7.163746666666666
"(MOR)
morphology-conjunctions",5.6729809677419345,8.052183551136363,5.931929188806235,5.636921837837838,6.60283504109589,5.7248833984375,6.653157282608696,7.401500676589987,6.9177458558558556,8.490569921528488,5.6481486871508375,6.117916974389517,5.690586610738254,4.377470923317683,6.682186634970946,11.944446666666666
"(STY)
corpus-inflesz",47.04521667096774,53.61605978125,59.187289674105564,60.74723075675675,55.63050268493151,51.7803602890625,59.25498423913043,49.09437006765901,60.88605918918919,60.023546615489586,57.25821631284916,70.90960689100656,61.22273516778523,43.436973583724566,54.3502754701532,42.24757333333333
"(MOR)
morphology-pronouns-personal-number",7.806522051612903,13.167103096590909,12.181281569252565,10.757329583011582,13.160573931506846,10.6947000625,10.535601304347825,12.02888705006766,13.037055225225227,15.019752784032752,13.262432430167598,12.933487531268613,18.36749869127517,5.225325962441315,10.85617260697306,19.444446666666668
"(MOR)
morphology-verbs-number",32.41115076129032,33.61277814772727,38.80137182075806,38.61129406949807,39.1379181369863,37.66675140625,36.77530706521738,34.78568276048714,38.384552792792796,32.258282579324465,39.039396005586596,32.8430044192972,39.12338463087248,28.530808403755866,33.66286300052826,55.84795333333333
"(MOR)
morphology-determiners",12.697967058064515,10.015949772727275,10.700186379737868,11.32368664092664,10.593190712328767,11.885153249999998,12.54684347826087,10.385297334235453,11.497659009009007,8.767244527465028,10.52219689944134,10.88111550327576,9.404746627516777,11.989388748043819,12.14845122556788,11.666670000000002
"(MOR)
morphology-determiners-articles",9.591536012903225,6.28997265340909,6.933497718738931,7.633108733590735,6.584519904109589,8.628293890624999,6.842352010869564,6.837090284167795,7.201055765765766,5.071018103036507,7.065339329608939,7.832062352590828,5.568212651006712,9.286477042253521,8.811046904384575,4.722223333333333
"(STY)
punctuation-symbols-space",16.325838696774195,16.64638552272727,16.06631797732908,16.05179535135135,15.920437246575343,16.225028468750004,16.000513315217393,16.197512746955343,16.58025927927928,16.95067853974753,15.874136759776537,18.216450917212626,16.119791124161072,16.722325539906105,16.643984083465398,14.985050000000001
"(MOR)
morphology-prepositions",14.757590193548388,11.571073335227274,11.204385122210414,11.342467474903474,11.039738808219177,13.087673742187501,11.206782282608696,12.580628525033829,12.60729054054054,10.922119716820198,11.140987932960893,12.69942502084574,10.014107365771812,17.65947262910798,13.167756135763337,7.017543333333333
"(MOR)
morphology-verbs-number-singular-first",12.556557367741934,16.418410801136364,17.129248126106976,16.090330586872582,18.263810712328766,15.624962499999999,16.10383429347826,15.90965202976996,17.417849729729728,15.551167096554076,17.873872932960893,13.813498079213817,20.326031862416105,12.06192089201878,13.435859257791865,25.14619666666667
"(MOR)
morphology-verbs-number-singular",28.914596103225804,31.464827758522723,36.6194281863266,36.18307464864865,36.579084150684935,35.22607896875,34.34452755434783,32.13598646820027,35.00841927927928,30.230278468099627,37.171950251396645,29.756435151876115,37.331886728187925,26.036514068857592,30.573644236661387,50.29239666666666
"(MOR)
morphology-pronouns-personal-person-second",3.217506219354839,5.524982585227273,4.666893751328374,3.966886455598455,5.298648671232877,4.1636049453125,4.314479891304347,5.0549132070365355,5.27776009009009,6.547106093483453,5.105218212290502,5.575558916021442,8.08634077181208,2.204067198748044,4.540034226096142,8.88889
"(MOR)
affixes-suffixes",45.934390451612906,40.83370418181818,43.29967349273822,42.360338401544396,43.01108101369863,45.5549350625,43.00869701086957,52.995473978349125,39.50577360360361,34.4118683793927,44.869669944134074,35.000480878499104,43.14912469798658,46.047921205007825,43.60511525620708,34.21053
"(MOR)
morphology-pronouns-personal-person-first",3.217506219354839,5.524982585227273,4.666893751328374,3.966886455598455,5.298648671232877,4.1636049453125,4.314479891304347,5.0549132070365355,5.27776009009009,6.547106093483453,5.105218212290502,5.575558916021442,8.08634077181208,2.204067198748044,4.540034226096142,8.88889
"(STY)
corpus-words-with-8ltr",6.630712825806451,5.19509628125,5.7416926992561095,5.9807028030888025,6.1270547260273975,5.71594353125,5.626008369565217,5.139150040595399,4.735072342342343,4.906898403275333,7.313120865921788,5.212052105419893,4.864952499999999,7.107579499217527,7.7669287744321185,10.818716666666667
"(MOR)
affixes-suffixes-nominals",23.781720258064517,22.525432269886366,23.132807109458025,21.85055006949807,22.199500589041097,23.737026812499998,21.9253289673913,27.486252909336947,20.879895135135136,17.618713848515863,24.02563810055866,17.72389118225134,21.711057768456374,25.100734866979657,23.56500611727417,14.327486666666667
"(STY)
corpus-readability",67.59768563870968,66.40748023295455,62.17613855118668,62.4964529034749,59.82403838356165,63.4189241953125,61.09127010869566,60.01758763193505,69.85438351351353,71.32244554418288,59.1650547206704,69.70170120905301,62.199297265100675,69.72461046948357,67.688885681458,53.20842
"(STY)
corpus-TTR-standard",0.8867818193548387,0.8820374630681819,0.9464693198724761,0.9433657451737453,0.9439725479452055,0.9230224609375,0.9526838043478262,0.8874075642760488,0.9458290990990992,0.8891629205049472,0.9533994972067039,0.9366624419297199,0.9539215939597316,0.8792010798122065,0.853126027469625,0.9824566666666668
"(STY)
corpus-words-with-1ltr",4.919120477419355,5.2555546960227275,3.261145841303578,3.7420281930501926,3.8267890000000007,4.0121866484375,4.221662173913043,5.248254018944519,6.105375855855856,5.72015583077448,3.0813830446927373,5.489385273972602,3.100431744966443,4.947944006259781,4.963846677231907,1.7543866666666668
"(MOR)
morphology-pronouns-personal-number-singular",4.438276038709677,7.381070838068182,7.333803630889126,6.587007258687259,7.603069726027397,6.359031601562499,6.047748260869565,6.705999282814615,7.181154774774775,8.261911780962128,7.947359608938547,7.09838946694461,10.144508540268456,2.8743387010954615,6.071682776016904,10.555556666666666
"(MOR)
morphology-pronouns-personal",5.178717187096774,8.80892309090909,7.630807977329083,6.566503428571429,8.479571356164385,6.8430986640625004,6.9539115760869565,8.057500257104195,8.609753963963966,10.301868423746162,8.38777374301676,8.740683901131627,11.871689110738254,3.535773302034428,7.231137781299524,13.720763333333332
"(MOR)
morphology-prepositions-individual",14.293750954838709,11.406100792613637,11.016325632306058,11.083906285714285,10.869635602739725,12.762157984375,11.097698423913043,12.32224293640054,12.22243981981982,10.745389709996587,10.940950083798883,12.577209422275162,9.855237818791947,17.20700910798122,12.933423658214474,7.017543333333333
"(STY)
corpus-words-with-5ltr",11.551936064516129,13.726774463068182,11.973542288345731,11.419792764478764,11.519455219178083,12.7056098984375,12.532284619565216,12.375634776725303,13.21437324324324,13.59078196519959,12.244495279329609,12.617323067301966,12.634753171140941,12.47862075117371,11.601754614368726,10.818716666666667
"(MOR)
morphology-pronouns-personal-number-plural",3.3682460129032257,5.786032258522728,4.847477938363443,4.170322324324324,5.557504205479452,4.3356684609375,4.48785304347826,5.322887767253045,5.85590045045045,6.757841003070623,5.31507282122905,5.835098064324002,8.222990151006712,2.350987261345853,4.784489830956154,8.88889
"(MOR)
morphology-verbs-function-auxiliary",4.911037690322581,6.870704642045454,7.020335671271696,7.696354517374517,7.388158561643835,6.4806259765625,6.232560326086956,6.118612557510148,6.902282072072072,6.515961753667691,7.610813631284915,4.0114523466349015,6.805765872483221,4.061912237871675,5.383194278922346,3.3333333333333335
"(STY)
corpus-TTR",0.8867818193548387,0.8820374630681819,0.9464693198724761,0.9433657451737453,0.9439725479452055,0.9230224609375,0.9526838043478262,0.8874075642760488,0.9458290990990992,0.8891629205049472,0.9533994972067039,0.9366624419297199,0.9539215939597316,0.8792010798122065,0.853126027469625,0.9824566666666668
"(MOR)
morphology-verbs-number-singular-third",12.312406451612901,10.564808482954545,14.351385118668082,14.758815235521237,13.04672201369863,14.280082890625,13.297072445652173,11.622309228687415,13.226238558558558,9.58100896622313,13.931893435754189,11.159675702799285,11.707056442953018,10.661805712050077,12.294649886423667,23.39181333333333
"(MOR)
morphology-pronouns-personal-person",9.652518658064515,16.574947755681816,14.000681253985121,11.900659366795367,15.89594601369863,12.4908148359375,12.943439673913042,15.164739621109607,15.83328027027027,19.64131828045036,15.315654636871509,16.72667674806432,24.25902231543624,6.612201596244132,13.620102678288431,26.66667
"(MOR)
morphology-pronouns-personal-person-third",3.217506219354839,5.524982585227273,4.666893751328374,3.966886455598455,5.298648671232877,4.1636049453125,4.314479891304347,5.0549132070365355,5.27776009009009,6.547106093483453,5.105218212290502,5.575558916021442,8.08634077181208,2.204067198748044,4.540034226096142,8.88889
"(MOR)
morphology-verbs-mode-indicative",18.964250116129033,20.674008545454548,21.139946379737868,21.049146084942084,22.46502469863013,20.05664153125,20.625126032608694,21.019931880920165,23.381579189189193,20.182323776867964,21.61668921787709,19.11230200714711,23.831302919463084,17.329777073552425,19.583699471737983,34.21052666666666
"(STY)
corpus-words-with-7ltr",7.4614728,7.407157568181819,8.265692295430393,8.032737181467182,7.956174958904109,7.1062568671875,7.805238858695652,7.836949878213803,9.478822522522522,7.451214588877518,7.225465474860334,7.71274907980941,7.720284546979866,9.062456150234743,8.266521962493396,9.06433
"(STY)
corpus-syllabes-per-word",2.204896064516129,2.195252261363636,2.1970687814381864,2.180202231660232,2.2439091506849316,2.217317828125,2.194091467391304,2.2895108389715833,2.112995585585586,2.1106029307403618,2.233844106145251,2.0376953543776057,2.1792215436241613,2.18884613458529,2.1829974511357633,2.4064333333333336
"(MOR)
affixes-suffixes-adjectivizers",12.612723109677418,11.984550116477273,12.676648738930215,12.773222625482626,13.63097397260274,13.4539324609375,14.337267880434782,18.8129851962111,11.99633945945946,10.704706755373591,13.620060027932961,11.21931049434187,14.999127936241608,13.16452848200313,12.80682144743793,18.128656666666664
"(LEX)
social-cognitive-insight",2.5327347354838707,4.28367103125,4.1916951753453775,3.467628517374518,4.861537945205479,3.2254477421875003,3.9717319021739126,5.558468782138025,4.201056126126126,5.864039553053565,4.478922262569832,3.260184416319238,7.670936627516779,1.9883257276995305,3.8062764421553092,3.5087733333333335
"(MOR)
morphology-verbs-inflection-regular",20.71360501935484,20.994346767045457,21.420713138505135,20.299797173745173,20.927107287671234,22.6426125703125,19.93856233695652,21.87882046008119,21.536333333333335,16.57931538723985,22.031346759776536,19.52699171530673,20.668841459731542,20.948800438184662,19.903983446909667,27.48538333333333
"(STY)
corpus-words-with-2ltr",23.740452503225807,22.302301553977276,24.276816323060572,23.56734178378378,23.27661390410959,24.108517664062497,21.743275760869565,21.73240755074425,20.748091891891896,21.02400561924258,24.24785444134078,25.045648936867185,25.371350939597317,24.225798810641628,23.649766830427893,15.789473333333333
"(LEX)
social-analytic",19.70799099354839,21.068895911931822,21.111503255402056,23.331527212355212,21.636849616438354,21.4661309765625,22.448994076086958,21.975537456021648,20.68638054054054,21.554695052882973,21.977582932960892,17.24264684038118,19.903444932885908,20.799008309859154,20.799859144215528,19.590643333333336
"(MOR)
morphology-verbs-function-main",11.424649264516129,13.799805457386364,12.79442862911796,10.913442262548262,12.878082561643836,11.943179226562501,13.986498478260872,13.193488944519622,14.708729009009012,13.824639092459913,13.550834273743016,13.016148770101251,16.753784228187918,9.105706165884193,12.4462576703645,23.055553333333332
"(MOR)
morphology-verbs-indicative-simple-imperative",8.375925625806453,7.173108940340909,8.72315800566773,9.096827305019305,8.445026972602738,9.181221476562499,8.01430695652174,8.143616346414074,7.781535315315314,6.837889157284203,8.98560181564246,7.836455405002978,7.345810637583894,7.368820093896714,7.3665185842577925,18.128656666666664
"(MOR)
morphology-pronouns-impersonal",6.864086490322581,8.079961380681818,8.431664119730783,8.05093074903475,8.344475410958903,7.707596523437499,7.595834130434782,6.7109930852503386,8.093133513513514,7.651412381439781,8.467000111731842,6.350243838594402,7.491967315436243,4.889905179968701,7.21061057844691,10.818716666666667
"(PSY)
processes-positive",5.822780051612904,5.832759170454545,6.258746358483882,5.230282532818532,5.449806657534246,5.751789515625,6.100177119565217,6.334722327469554,11.846185135135133,6.519678161037189,4.866444022346369,7.3933257236450265,5.303597130872483,5.858564788732394,5.209819381933439,10.818716666666667
"(STY)
corpus-words-longer-6tr",35.1642673032258,33.177243011363636,33.68691293659228,33.2663502934363,34.94562509589041,34.234359539062496,34.84601239130434,34.91403196211096,31.987363333333334,31.15181800750597,34.41479340782122,30.37607068493151,34.35089568791946,36.349058388106414,35.20142163497095,42.98245666666666
"(STY)
corpus-words-with-9ltr",4.088887419354839,5.37886046875,3.795353039319873,3.6564026949806956,3.7787284520547946,4.540049906249999,3.9154665760869567,5.128407442489851,3.6017273873873874,3.560562548618219,3.611367765363129,3.1358816140559855,3.552554446308725,3.9092629733959314,3.9333130559957734,3.5087733333333335
"(MOR)
morphology-verbs-indicative-simple-present",16.343518890322578,16.888794883522728,16.14688419411973,17.13814511969112,17.366414493150685,16.405960539062498,15.129479402173912,17.630604262516915,14.662813963963963,16.967815912657795,17.261505167597765,16.168215288862417,18.6651191442953,14.457722707355243,14.93743239830956,23.391810000000003
"(MOR)
morphology-adverbs",3.8100518580645164,5.423444801136363,6.757072380446333,4.876031065637066,5.509272246575343,3.7958939296875003,3.7604388043478263,4.780077713125846,2.6467984684684684,4.942306158307745,5.2846355027932965,3.7533998302561047,5.063930369127517,2.4668006729264476,4.355093362387745,3.5087733333333335
"(STY)
corpus-words-with-6ltr",9.090906464516127,9.631459866477272,10.029977693942614,9.767058208494207,10.117924616438357,9.797956281249999,12.47603652173913,9.027043897158322,8.668383693693695,10.936862384851587,9.71882284916201,9.64497487194759,12.920718238255033,9.344469405320813,8.527236447437929,14.327486666666667
"(MOR)
morphology-conjunctions-coordinating",2.7025171870967744,3.828451321022727,2.3186577151965992,2.3820455752895753,2.764433520547945,2.326451609375,2.631599347826087,3.9235502571041954,4.648150990990991,4.3391757147731145,2.114005474860335,2.766928296605122,2.1032053355704696,2.2343076525821592,3.105966199154781,1.6666666666666667
"(MOR)
gender-words-masculine",20.926196748387095,16.81770646875,19.093060194828197,20.71438213899614,18.985585876712328,21.4657773359375,18.74845375,18.35284649526387,17.40737810810811,17.583327151142953,19.22554723463687,16.89693204586063,19.736242030201343,21.5588138028169,19.168152049656634,8.333333333333334
"(MOR)
morphology-verbs-imperative",8.390849406451613,7.176790071022728,8.732806524973432,9.096827305019305,8.46119895890411,9.187731890624999,8.01430695652174,8.146122232746954,7.781535315315314,6.842946284544524,8.995947346368716,7.8444854377605715,7.3538004026845645,7.368820093896714,7.370234566825145,18.128656666666664
"(MOR)
morphology-verbs-tense-present",5.218252903225807,6.311311059659091,5.382964477506199,5.054149258687258,5.623930342465755,5.400007101562499,5.475104510869565,6.0963708660351825,4.341226936936937,7.475770863186625,6.004605726256983,7.3726614294222745,8.390913070469797,3.5504654303599374,4.798167971473851,8.88889
"(MOR)
number-singular",40.03293100645161,43.81597938636364,45.53785839532412,46.5996480926641,45.95973645205479,46.0561354375,47.03308070652174,42.57608657645467,45.44825270270271,45.22106341180485,48.54678488826816,40.171028019654564,48.27249677852349,38.42285195618154,40.8249603143159,43.333333333333336
"(MOR)
morphology-verbs-intransitive",4.386670270967742,6.335999454545454,5.550984470421537,4.911216525096525,5.069525287671233,5.440412109375001,5.846265760869565,4.251129161028417,6.405968198198197,5.569915138178096,7.484245949720671,3.932274032162001,4.093579093959732,3.632510046948357,3.9332596487057576,1.7543866666666668
"(MOR)
morphology-pronouns-personal-gender",2.6491202322580647,4.081396536931819,3.4755736025504778,2.943352277992278,3.81561798630137,3.152367921875,3.4614585326086957,3.80052948579161,4.3318701801801796,5.160976881610372,3.7057371787709497,4.484989868969625,3.460371543624161,1.9057271674491392,3.2301727416798736,3.5087733333333335
"(STY)
corpus-words-with-3ltr",15.183191651612903,14.967676480113637,15.420950421537372,15.849373984555985,15.716528232876712,14.9379000625,16.333453152173913,15.452260906630581,15.27782657657658,14.216266482429205,15.133314022346369,15.401559758784991,14.51937615771812,13.823022879499218,15.34343497622821,23.391810000000003
"(MOR)
morphology-verbs-indicative-simple",25.823775961290323,25.77047869034091,27.200122419411976,28.05937693436293,28.2961814520548,27.496609234375,25.023561793478258,27.333588741542627,25.714580810810812,25.420215544182877,28.119029525139663,25.181027656343062,28.3631447147651,22.859901924882628,24.24768357105124,43.27485333333333
"(LEX)
social-perceptual-processes",1.0012090322580645,0.7636245454545455,0.7390596670208998,0.7749419922779923,0.9378203424657535,0.9647964765625,0.8198141847826086,0.986320947225981,0.7439721621621621,1.14010384510406,0.8329713966480446,0.6976231774865992,1.4459167281879195,0.7149168388106416,0.6562629582673005,1.8128633333333333
"(MOR)
morphology-verbs-transitive",4.605736903225806,5.388061607954545,5.318990262132483,4.545864432432433,5.001918410958905,5.1246549296875,5.064316630434782,8.46131193504736,5.534996306306307,5.316260088706926,5.364158379888269,5.5500686748064325,4.570930872483221,4.023714913928012,4.913821930797676,1.7543866666666668
"(STY)
corpus-words-length-avg",4.789581974193548,4.692267946022727,4.690501664895502,4.660476015444016,4.759155684931507,4.7558602812499995,4.679166467391304,4.856964303112314,4.594963963963964,4.556203005800068,4.748278966480448,4.448980506253722,4.634728624161074,4.800042425665102,4.763148991019546,5.128653333333333
"(MOR)
morphology-conjunctions-subordinating",2.9704637806451615,4.223732230113637,3.6132714736096356,3.2548762625482626,3.838401520547945,3.3984317890625,4.021557934782609,3.4779504194857913,2.269594864864865,4.151394206755374,3.5341432122905028,3.3509886777843954,3.587381275167785,2.143163270735524,3.5762204358161647,10.27778
"(MOR)
gender-words-feminine",15.385888258064515,12.141901613636364,11.321268912504427,12.314323606177608,12.41544816438356,12.900862187500001,13.644190652173915,12.302837713125847,13.67633900900901,10.647886461958375,11.126410223463687,12.217364169148304,9.862654496644295,15.931625258215963,12.737876244057052,13.611113333333334
"(MOR)
morphology-pronouns-personal-gender-neutral",2.3378941677419354,3.8577100170454544,3.0095469677647895,2.477789227799228,3.4684660273972603,2.8710540546875,2.5963742391304345,3.4372122868741544,3.3507585585585584,4.840463691572841,3.3853277094972065,4.241041092912448,3.121791677852349,1.6880453677621285,2.8865600105652405,3.5087733333333335
"(PSY)
processes-positive-general",4.123495316129032,5.339504684659091,5.495369702444209,4.359976841698842,4.656403123287672,4.280868859375,5.509843804347826,5.887414465493911,11.373748378378375,5.753069750938246,4.16660092178771,6.429696200119119,4.811728473154362,4.736577104851331,4.79464882989963,10.818716666666667
"(MOR)
morphology-verbs-subjunctive-simple",4.259936129032258,4.381828559659091,5.44451037194474,5.754036586872587,5.3910282054794525,5.558859820312501,5.329436576086957,4.64966450608931,5.858966216216217,4.640054947117025,5.335219022346369,4.590856089934485,4.880140218120806,3.061712785602504,4.814757805071316,3.5087733333333335
"(LEX)
social-relativity-space",5.406104490322581,4.203419039772727,4.483147948990436,4.539181474903475,4.343343219178082,5.2133196406249995,3.5675719565217396,4.670906021650879,5.0773724324324325,4.3739411804844766,4.336453268156425,4.766682614651578,3.9971759563758384,6.894812097026604,4.6774201637612265,3.5087733333333335
"(LEX)
social-relativity-time",4.37610135483871,6.618790906250001,5.44526647183847,4.500017266409267,5.101180260273972,5.087712,6.082709184782608,5.701150635994588,6.080755315315315,5.7886071340839305,5.252840279329609,5.807670866587253,5.150011543624161,6.45437303599374,4.627617445853144,8.77193
"(LEX)
social-cognitive-tentativeness",2.3477447096774196,3.734382426136363,4.452211703861141,3.6669837297297296,4.296933684931507,3.5961224375,3.5603247826086952,5.892875751014885,4.460794594594594,3.505195428181508,4.662640335195531,2.6221553067301957,4.706578791946308,1.879228309859155,3.403926851558373,1.7543866666666668
"(MOR)
morphology-verbs-subjunctive-simple-present",3.930354038709677,4.0627398693181815,5.017751300035423,5.430249961389961,4.905689465753425,5.3735688984375,4.977026739130435,4.39962148849797,5.446905765765766,4.383606653019447,5.102153463687151,4.293681557474687,4.5203631375838915,2.982816682316119,4.455929817749603,1.7543866666666668
"(MOR)
morphology-verbs-number-singular-second",4.045632283870968,4.481608474431818,5.138794941551541,5.333928826254827,5.2685514246575345,5.321033578124999,4.9436208152173915,4.604025209742896,4.364330990990991,5.0981024053224155,5.366183882681565,4.7832613698630135,5.298798422818791,3.312787464788733,4.843135092445853,1.7543866666666668
"(STY)
punctuation-symbols-commas",0.3241331870967742,0.740770059659091,0.7077819801629472,0.7030247953667953,0.7924273424657534,0.4557668125,0.5189398913043479,0.8095413802435724,0.782489009009009,0.8085328010917775,0.7045721787709497,0.5822424746873139,0.9674499496644294,0.25207532081377154,0.7273101901743264,0.5797100000000001
"(MOR)
morphology-verbs-mode-subjunctive",4.284916025806451,4.432436090909091,5.59453821820758,5.840809027027027,5.514169643835617,5.6056962421875,5.57465625,4.689032435723951,6.00064927927928,4.671753596042307,5.49935843575419,4.614071628945801,5.187222315436242,3.0617127699530515,4.897060375066033,3.5087733333333335
"(LEX)
social-relativity-movement",3.573800270967742,2.884786159090909,2.5271867871059155,2.30563094980695,2.6648251643835614,2.79588196875,2.7942083695652173,2.9356446820027067,2.326934954954955,2.2587536438075744,2.76445938547486,3.700620315664086,2.164796174496644,3.1650745070422537,2.5261853645007926,3.5087733333333335
"(MOR)
morphology-pronouns",14.989509716129032,20.482732298295453,20.01744863266029,18.619631474903475,20.686236191780818,18.159884453125,17.336934619565216,18.114389485791612,20.86098675675676,21.151503080859776,20.86968444134078,18.258094654556285,22.53998822147651,10.498040579029734,17.780359012150026,26.206146666666665
"(MOR)
number-plural",13.160297793548386,8.796407406250001,8.606312624867163,9.978118046332046,9.939529767123288,10.252198859375,10.022473913043477,10.150998579161028,11.082092162162166,8.144146533606278,7.276534078212291,10.1208844192972,7.566641308724832,13.22748325508607,11.615159928684628,16.666666666666668
"(LEX)
social-cognitive-cause",1.688416270967742,2.3667934062500002,2.0795741551540914,1.8290130965250966,1.9699596027397257,1.7606841484375,1.285135706521739,2.2517301082543977,1.4632409009009009,2.0963845615830774,1.9734418715083797,1.6053482876712326,2.068002986577181,1.4784850234741782,2.1452436793449547,7.309943333333333
"(MOR)
morphology-adverbs-negation",2.4645980516129034,3.4460015170454543,4.410000361317747,2.4360600694980694,3.0078553835616444,2.00320828125,2.3755194021739134,3.0426383220568334,1.4470648648648645,2.9468126919140225,3.0965401396648042,2.797046384752829,3.00489572147651,1.647176854460094,2.580505533544638,1.7543866666666668
"(LEX)
social-cognitive-certainty",2.18100095483871,2.5631895795454547,2.5946265745660644,1.967056138996139,2.4566153698630138,2.0165139062499997,1.9603669021739132,2.254820717185386,1.8103087387387384,2.2476432514500173,2.3594320670391062,1.916280402025015,2.5039087919463086,1.788785696400626,2.118685565240359,3.5087733333333335
