plot_index,anger,depressed,disappointment,disgust,embarrassment,fear,grief,hopeless,joy,lonely,nervousness,neutral,remorse,sadness,suicidal,surprise
"(MOR)
morphology-verbs-indicative-compound",1.7397630838709677,2.509669340909091,3.419151427559334,2.6574143706563707,3.337890767123288,2.38063840625,3.9769005434782607,2.2337249661705005,5.6110407207207205,1.9556098362333674,3.0161555027932954,2.0359514383561645,3.813967130872483,2.036884319248826,3.2754597834125723,9.06433
"(MOR)
morphology-verbs-tense-past",1.372718193548387,1.6145758238636363,2.5388284661707403,1.838311135135135,2.3810315479452053,1.7731086484375003,3.137396521739131,1.5091869688768607,4.473911531531531,1.1883121869669053,2.191623770949721,1.261542930315664,3.335764563758389,1.6287259154929576,2.4863970047543575,8.333333333333334
"(STY)
sentences-count",1.5341935483870968,2.3105113636363637,1.5724406659582004,1.6092664092664093,1.526027397260274,1.37578125,1.5271739130434783,2.598105548037889,1.045045045045045,2.183896281132719,1.488826815642458,1.8522930315664086,1.6426174496644295,1.215962441314554,2.9521922873745376,1.0
"(MOR)
morphology-determiners-possessive",1.1941998193548387,1.6730363267045454,1.516677017357421,1.4749520154440154,2.0716513698630137,1.3063344140625,3.5919310869565213,1.6051325304465494,2.571357747747748,1.7985488058683043,1.7472519553072627,1.5739202739726028,2.058444479865772,1.2801967918622847,1.6456894083465397,6.944446666666667
"(MOR)
morphology-verbs-number-plural",3.496554658064516,2.1479503892045453,2.181943634431456,2.4282194208494206,2.55883398630137,2.4406724375,2.430779510869565,2.649696292286874,3.3761335135135138,2.028004111224838,1.867445754189944,3.086569267421084,1.7914979026845639,2.4942943348982785,3.089218763866878,5.555556666666667
"(MOR)
morphology-verbs-number-plural-third",2.538150077419355,1.6049221420454545,1.6218786043216435,1.8839184864864864,1.919054383561644,1.7857640625000002,1.9295734239130435,1.738074357239513,2.5029814414414417,1.4120505834186285,1.289775251396648,2.1020299731983325,1.3244718456375837,1.8448157276995305,2.4504631959852086,5.555556666666667
"(MOR)
morphology-verbs-indicative-compound-past-perfect",1.1763177677419354,1.9637499176136364,2.9093254162238753,2.1633580926640925,2.7446844109589037,1.9365415859375,3.4796889673913047,1.7338761705006769,4.556749189189189,1.554275537359263,2.5333893575418993,1.7457018910065514,3.1563020637583894,1.3642737402190923,2.728928034865293,9.06433
"(MOR)
affixes-suffixes-adverbializers",0.5819017677419355,1.3152483522727272,1.5945797236981933,1.4888605637065637,1.3717117671232877,1.0820021718750001,1.002396847826087,1.1957309201623816,1.6161945945945948,1.0075634152166497,1.7408967877094974,0.20678977963073256,1.0773181040268454,0.3268331142410016,1.0059757369255151,1.7543866666666668
"(LEX)
social-perceptual-hear",3.2741698838709676,1.0372072073863636,0.8700468154445625,1.0852270115830116,1.1981610273972603,2.1021652578124996,0.8226727717391303,0.8990313261163735,1.1331225225225225,1.1121730194472874,1.4979588268156425,1.187121256700417,1.3111849496644294,1.7627430046948356,1.122911949286846,5.555556666666667
"(MOR)
morphology-pronouns-personal-enclitics",0.6067034193548387,1.4122403039772724,0.8656914452709884,0.6646688416988417,1.046143109589041,1.034507984375,0.8751434782608696,1.2358405683355886,1.2368056756756756,1.3854206243602865,1.2672661731843575,0.8175779094699226,1.3998598154362416,0.3998351799687011,1.2180985499207606,5.26316
"(LEX)
social-affiliation",0.8763286838709677,0.8383085198863636,0.825636850867871,0.7566508108108108,1.0102881369863015,0.6624359999999999,1.249048152173913,0.9778507848443844,1.6233527027027024,1.953600856363016,0.7483209497206703,1.043763007742704,1.1789289261744966,1.1976078247261346,1.0559811674590596,12.865496666666665
"(STY)
corpus-words-with-12ltr",0.7964176903225806,0.7531955568181818,0.9448733227063406,0.9905077606177607,0.9974244246575343,1.0935023671875,0.8380921739130435,1.0624451826792962,0.6767015315315316,0.6290056226543842,0.6577923184357543,0.6501889547349612,0.5966178020134227,0.8674326447574334,0.8810188563127311,3.5087733333333335
"(MOR)
morphology-pronouns-demonstrative",0.5328179741935484,0.5693827755681818,1.6136060184201204,1.7834525714285716,1.2317961643835615,1.443723359375,1.0018310326086957,0.5909776725304465,0.7782648648648647,0.41750129648584106,1.9419877932960894,0.4659484514592019,1.3620190939597316,0.2988675899843506,0.5720853460116218,1.6666666666666667
"(LEX)
social-achievement",1.0703848387096775,0.9806404857954546,1.0993422600070846,0.8055837451737453,0.7538314520547945,0.9018595859374999,1.772120597826087,1.2888198782138023,2.760513153153153,0.6802569054930058,0.9964768994413408,1.085171867182847,1.1464558221476508,1.2267022065727697,0.9226324088748019,1.7543866666666668
"(MOR)
morphology-verbs-indicative-simple-past",0.48159717419354836,0.9352259005681819,1.2356060503010982,1.0208847722007721,1.4785401369863014,0.924582625,0.872767554347826,0.7395252909336941,2.5506445945945946,0.7396481849198225,0.9360731005586592,0.5297085259082788,1.1035599999999999,0.5470265884194053,0.9138348177496038,1.7543866666666668
"(LEX)
social-friendship",0.21534709677419356,0.32420964204545455,0.38074559688274884,0.37915314285714286,0.3949776301369863,0.176063625,0.6262082065217391,0.2826613937753721,0.6462715315315316,1.185256264073695,0.38344178770949716,0.3501083263847528,0.7886024161073825,0.3053350860719875,0.4541300713153725,5.555556666666667
"(LEX)
social-social-family",0.45173539354838715,0.4006210255681818,0.4722952957846263,0.6137614362934363,0.5378235479452055,0.3113687265625,1.2896809239130433,0.288454600811908,0.7800069369369369,0.46111248038212216,0.5078279329608938,0.6952728260869564,0.5474072651006712,0.5561540062597808,0.7099200501848917,1.7543866666666668
"(LEX)
social-perceptual-surprise",0.2809784387096774,0.20566657954545456,0.6620385795253276,0.6424741776061776,0.7681727945205479,0.5989256015625001,0.3503788043478261,0.25520849797023004,0.1696500900900901,0.2994874036165131,0.30805050279329604,0.21674442227516375,0.2269969798657718,0.15324615023474175,0.2045345826730058,3.5087733333333335
"(LEX)
social-social-female",0.22590752258064514,0.2536086221590909,0.3394011689691817,0.5422790965250965,0.4245007123287671,0.24218902343749998,0.7611087500000001,0.24457288227334237,1.0972597297297297,0.3727921255544183,0.446397905027933,0.3537581893984515,0.3864930536912751,0.170295117370892,0.43041291864764925,1.7543866666666668
"(MOR)
morphology-verbs-subjunctive-simple-past",0.2981872516129032,0.2975106931818182,0.4121141232731137,0.31269861003861005,0.4791120958904109,0.17534486718749998,0.3524098369565218,0.23880978349120435,0.4120604504504504,0.253011736608666,0.20767195530726257,0.238104797498511,0.3517873154362416,0.05379978090766824,0.3338850845219229,1.7543866666666668
"(STY)
corpus-words-with-14ltr",0.24126028387096773,0.23369663636363633,0.2925664364151612,0.20080464092664094,0.17903365753424658,0.2578459296875,0.3392902173913043,0.6983839918809202,0.24486018018018016,0.14680846468781986,0.3559114804469274,0.19714997022036926,0.2680931375838926,0.24814555555555556,0.2904198203909139,1.7543866666666668
"(PRA)
discourse-markers-structuring-order",0.04903225806451613,0.10710227272727273,0.03790294013460857,0.036293436293436294,0.052054794520547946,0.0453125,0.03260869565217391,0.11096075778078485,0.11711711711711711,0.0736949846468782,0.036312849162011177,0.021739130434782608,0.03355704697986577,0.07198748043818466,0.14131008980454304,0.3333333333333333
"(MOR)
morphology-adverbs-others",0.14578299354838709,0.18324610511363634,0.16456344668792064,0.23712853281853283,0.16362268493150683,0.1616076796875,0.08597130434782609,0.144626400541272,0.2600814414414414,0.1466025759126578,0.21451525139664804,0.10545008040500298,0.1558556711409396,0.18674707355242565,0.157756030110935,1.7543866666666668
"(PRA)
discourse-markers-structuring",0.06064516129032258,0.10767045454545454,0.03790294013460857,0.036293436293436294,0.052054794520547946,0.04609375,0.03260869565217391,0.11096075778078485,0.12612612612612611,0.07403616513135448,0.036312849162011177,0.030970815961882073,0.03355704697986577,0.07198748043818466,0.14236661384046487,0.3333333333333333
